0 | 旁白 | （金鑾殿[1]。太監甩鞭三響，文武百官魚貫行至殿前。皇帝拾級而上走向龍椅） | 公元一七二二年，清康熙皇帝駕崩，川陝總督年羹堯和步軍統領隆科多在皇位繼承人大戰中為四阿哥胤禛登基立下汗馬功勞，被雍正視作社稷重臣一時權傾朝野，成為新政權的核心人物。
16 | 安陵容 | （行禮） （秀女甲欲上前，被秀女乙制止） | 眉莊姐姐好。
16 | 沈眉莊 | （秀女甲欲上前，被秀女乙制止） | 妹妹不必多禮。
16 | 甄嬛 | （摘下耳環給安陵容） （甄嬛摘一朵海棠花插安陵容頭上） | 先敬羅衣後敬人，世風如此，到哪兒都一樣。姐姐衣飾略素雅了些，那些人難免會輕視姐姐。這對耳環就當今日見面之禮
16 | 安陵容 | （甄嬛摘一朵海棠花插安陵容頭上） | 不，不！
16 | 甄嬛 | （甄嬛摘一朵海棠花插安陵容頭上） | 希望姐姐心想事成、一朝揚眉。
16 | 安陵容 | （甄嬛摘一朵海棠花插安陵容頭上） | 勞姐姐破費。只是妹妹出身微寒，也許會辜負姐姐的美意。
16 | 沈眉莊 | （甄嬛摘一朵海棠花插安陵容頭上） | 從來英雄不問出身，妹妹美貌，又何必妄自菲薄。
16 | 黃規全 | （甄嬛：快去吧） （甄嬛摘一朵海棠花插安陵容頭上） | 傳安陵容、易冰倩、江如琳、戴瑩、劉蓮子、戚思琴六人覲見！
17 | 太監 | （體元殿） | 松陽縣丞安比槐之女安陵容，年十六！
17 | 安陵容 | （跪） （皇帝搖頭） （體元殿） | 臣女安陵容參見皇上太后，願皇上太后萬福金安！
17 | 太監 | （體元殿） | 撂牌子、賜花！
17 | 安陵容 | （體元殿） | 安陵容辭謝皇上太后，願皇上太后身體安泰、永享安樂。
17 | 太后 | （體元殿） | 旁人被撂了牌子都一臉的不高興，你倒懂規矩。
17 | 安陵容 | （一隻蝴蝶飛落安陵容頭頂） （體元殿） | 陵容此生能有幸進宮，見到皇上太后一面，已是最大的福氣。
17 | 皇帝 | （體元殿） | 鬢邊的秋海棠不俗。皇額娘，既然她都戴著花了，就別賜花了。
17 | 太監 | （體元殿） | 安陵容，留牌子、賜香囊！
18 | 安陵容 | （摘下海棠捧著，激動） （安陵容殿選結束，返回的路上） | 父親、母親，我入選了，我終於入選了！孩兒不負所望，我入選了！
19 | 皇帝 | （又一排秀女被皇帝打發了） | 都是俗物。
19 | 太后 | （皇帝不耐煩狀，甩動佛珠。夏冬春等秀女列隊殿前） （又一排秀女被皇帝打發了） | 未必有十全十美的，皇帝要為皇嗣考慮。
19 | 皇帝 | （咂嘴，手指夏冬春） （又一排秀女被皇帝打發了） | 就她吧。
19 | 太監 | （愣了一下，急念） （又一排秀女被皇帝打發了） | 包衣左領夏威千金夏冬春，年十八！
19 | 皇帝 | （又一排秀女被皇帝打發了） | 這個名字倒有趣，留牌子。
19 | 夏冬春 | （喜，跪下行禮） （又一排秀女被皇帝打發了） | 多謝皇上，多謝皇上！
19 | 太監 | （太后長長一聲鼻息） （又一排秀女被皇帝打發了） | 夏冬春留牌子、賜香囊！
19 | 太監 | （沈眉莊、甄嬛等秀女列隊殿前） | 濟州協領沈自山之女沈眉莊，年十七！
19 | 沈眉莊 | （跪） （皇帝眼前一亮） （沈眉莊、甄嬛等秀女列隊殿前） | 臣女沈眉莊參見皇上太后，願皇上萬歲萬福、太后祥康金安！
19 | 太后 | （沈眉莊、甄嬛等秀女列隊殿前） | 可曾讀過什麼書？
19 | 沈眉莊 | （沈眉莊、甄嬛等秀女列隊殿前） | 臣女愚鈍，看過女則與女訓，略識得幾個字。
19 | 皇帝 | （沈眉莊、甄嬛等秀女列隊殿前） | 這兩本書都是講究女德的，不錯。讀過四書嗎？
19 | 沈眉莊 | （皇帝略失望，嘆氣） （沈眉莊、甄嬛等秀女列隊殿前） | 臣女不曾讀過。
19 | 太后 | （沈眉莊、甄嬛等秀女列隊殿前） | 女兒家多以針線女工為主，你能識字就很好了。
19 | 沈眉莊 | （沈眉莊、甄嬛等秀女列隊殿前） | 多謝太后皇上讚賞。
19 | 太后 | （沈眉莊、甄嬛等秀女列隊殿前） | 記下名字留用。
19 | 太監 | （甄嬛正笑看眉莊，未做反應） （沈眉莊、甄嬛等秀女列隊殿前） | 沈眉莊留牌子、賜香囊！大理寺少卿甄遠道之女甄嬛，年十七！大理寺少卿甄遠道之女甄嬛，年十七！
19 | 甄嬛 | （跪） （沈眉莊、甄嬛等秀女列隊殿前） | 臣女甄嬛，參見皇上太后，願皇上太后萬福金安！
19 | 皇帝 | （沈眉莊、甄嬛等秀女列隊殿前） | 甄嬛——哪個嬛字？
19 | 甄嬛 | （沈眉莊、甄嬛等秀女列隊殿前） | 嬛嬛一嫋楚宮腰，正是臣女閨名。
19 | 皇帝 | （沈眉莊、甄嬛等秀女列隊殿前） | 是蔡伸的詞。
19 | 甄嬛 | （沈眉莊、甄嬛等秀女列隊殿前） | 是。
19 | 皇帝 | （甄嬛擡頭低眉。太后皇帝訝異） （沈眉莊、甄嬛等秀女列隊殿前） | 詩書倒是很通，甄遠道教女有方。只是不知你是否擔得起這個名字，擡起頭來。
20 | 太后 | （皇帝注視甄嬛良久） | 秀女姓甄，犯了皇帝名諱。
20 | 甄嬛 | （皇帝注視甄嬛良久） | 稟太后，當年臣女父親為官，聖祖康熙看見父親姓名，說姓甄好，聽著像忠貞之士，以此作為勉勵。
20 | 皇帝 | （轉向太后） （皇帝注視甄嬛良久） | 先帝的意思朕明白。兒臣倒想起一件事：“江南有二喬，河北甄宓俏”，甄氏出美人，甄宓就是漢末的三大美人之一。
20 | 太后 | （甄嬛起身向前幾步，有太監在甄嬛面前灑茶水，甄嬛一頓，繼續前行，太后侍女竹息在甄嬛面前放貓，甄嬛淡定，一秀女驚慌失措） （皇帝注視甄嬛良久） | 走上前來。
20 | 太后 | （皇帝注視甄嬛良久） | 還算端莊。
20 | 皇帝 | （皇帝注視甄嬛良久） | 嬛嬛一嫋楚宮腰，那更春來香減玉消。紫禁城的風水養人，必不會叫你玉減香消。旁邊那個秀女叫什麼？
20 | 太監 | （皇帝注視甄嬛良久） | 蘇州織造孫株合之妹孫妙青，年十六。
20 | 皇帝 | （厭煩） （皇帝注視甄嬛良久） | 孫妙青殿前失儀，拉出去，永不許再選秀。
20 | 太監 | （皇帝注視甄嬛良久） | 嗻！甄嬛留牌子、賜香囊！
21 | 甄嬛 | （愁） （甄嬛、眉莊在回去的路上） | 想留的沒能留，不想留的卻偏偏留下。
21 | 眉莊 | （笑） （甄嬛、眉莊在回去的路上） | 能進宮是多少人巴不得的福氣，你又何必嘆氣，況且你我一同入宮，彼此又能有個照應，這會子宣旨的太監已經去了，甄伯父必定歡喜。
21 | 甄嬛 | （甄嬛、眉莊在回去的路上） | 眉姐姐，我當真不是有心的。
21 | 眉莊 | （甄嬛、眉莊在回去的路上） | 我知道你不是有心的，可是老天爺有心啊，他不忍叫你明珠暗投。
21 | 甄嬛 | （甄嬛、眉莊在回去的路上） | 可是皇上——孫妙青只是膽小而已，並不是大錯。
21 | 眉莊 | （一嬤嬤追上） （甄嬛、眉莊在回去的路上） | 天子威重，孫妙青是太不穩重了。
21 | 嬤嬤 | （甄嬛、眉莊在回去的路上） | 兩位小主請留步，奴婢奉命送兩位小主出宮。恭賀兩位小主榮獲宮嬪！
22 | 甄嬛 | （丫頭們在宮門外候著，甄嬛和眉莊走了出來） | 姐姐保重。
22 | 眉莊 | （丫頭迎眉莊離去） （丫頭們在宮門外候著，甄嬛和眉莊走了出來） | 嗯，妹妹也是。
23 | 皇帝 | （喃喃） （蘇培盛進來） （皇帝在看記名秀女排單） | 嬛嬛一嫋楚宮腰。
23 | 蘇培盛 | （皇帝在看記名秀女排單） | 皇上，皇后娘娘求見。
23 | 皇帝 | （皇帝在看記名秀女排單） | 讓她進來吧。
23 | 蘇培盛 | （引皇后進來） （皇帝在看記名秀女排單） | 嗻。
23 | 皇后 | （皇帝在看記名秀女排單） | 臣妾前來恭喜皇上，賀皇上又得佳人。
23 | 皇帝 | （皇帝在看記名秀女排單） | 皇后何出此言？
23 | 皇后 | （皇帝在看記名秀女排單） | 宮中已經傳開了，今日選秀，皇上龍顏大悅。
23 | 皇帝 | （喜） （皇帝在看記名秀女排單） | 只是泛泛之輩中總算有一兩個質素尚可的。
23 | 皇后 | （斂笑住嘴） （皇帝在看記名秀女排單） | 豈止尚可，聽說沈自山的女兒很有當年敬嬪的風範，而甄氏卻長得活脫脫就——
23 | 皇帝 | （皇帝在看記名秀女排單） | 只是眉眼處有幾分相像罷了。
23 | 皇后 | （皇帝在看記名秀女排單） | 有幾分相似已經是很難得的了。恕臣妾多嘴，皇上準備給甄氏什麼位分哪？
23 | 皇帝 | （皇帝在看記名秀女排單） | 給個貴人吧。
23 | 皇后 | （皇帝在看記名秀女排單） | 貴人？好，就貴人吧。除了前頭滿軍旗的富察氏是貴人，蒙軍旗的博爾濟吉特氏也是貴人，漢軍旗秀女中正好也有兩個貴人了。
23 | 皇帝 | （皇帝在看記名秀女排單） | 還有一個是？
23 | 皇后 | （皇帝：噢——） （皇帝在看記名秀女排單） | 沈貴人，沈自山的女兒。沈自山的官位可比甄遠道要高。雖然皇上重視漢軍旗，可是滿蒙聯姻是舊俗，漢軍旗有兩個貴人，這樣做會不會太過顯眼了？
23 | 皇帝 | （皇帝在看記名秀女排單） | 那就給甄氏正六品常在吧。漢軍旗的嘛，入宮位分不宜太高。
23 | 皇后 | （皇帝在看記名秀女排單） | 皇上明鑑。
23 | 皇帝 | （皇帝在看記名秀女排單） | 雖然是個常在，朕還想給她個封號。
23 | 皇后 | （皇帝在看記名秀女排單） | 那就叫內務府擬了封號來看。
23 | 皇帝 | （招手） （皇帝在皇后手心寫了個字） （皇帝在看記名秀女排單） | 不用，朕已經想好了。你來。
23 | 皇后 | （皇帝在看記名秀女排單） | 莞？臣妾記得在唐詩春詞中，好像就有“菀菀黃柳絲，濛濛雜花垂”之句。
23 | 皇帝 | （得意的笑） （皇帝在看記名秀女排單） | 朕覺得甄氏莞爾一笑的樣子，甚美！
24 | 甄嬛 | （甄府門外，正吹鑼打鼓放鞭炮。甄嬛乘馬車回來） | 流朱，是不是快到家了？
24 | 流朱 | （甄府門外，正吹鑼打鼓放鞭炮。甄嬛乘馬車回來） | 是啊，小姐你看，好熱鬧。
24 | 眾鄉鄰 | （甄遠道抱謝） （甄府門外，正吹鑼打鼓放鞭炮。甄嬛乘馬車回來） | 恭喜恭喜呀！
24 | 甄嬛 | （甄嬛下馬車） | 父親。
24 | 甄遠道 | （抱拳施禮） （全家跪拜） （甄嬛下馬車） | 臣甄遠道攜全家參見小主。小主吉祥！
24 | 甄嬛 | （急扶） （甄嬛下馬車） | 這是做什麼？快起來！快起來！快起來！
24 | 甄遠道 | （甄嬛下馬車） | 小主不可，嗻不合規矩啊。
24 | 浣碧 | （甄遠道：對呀） （甄嬛下馬車） | 小姐現在是小主了，老爺是應該向小姐行禮的。
24 | 甄嬛 | （甄嬛下馬車） | 流朱浣碧，快把父親母親扶起來，快起來。
24 | 甄遠道 | （甄嬛下馬車） | 謝小主恩典。
24 | 甄嬛 | （眾人起身進屋） （甄嬛下馬車） | 外面風大，進屋吧，進去再說。
24 | 甄遠道 | （甄嬛下馬車） | 小主請。
24 | 甄嬛 | （跪） （甄父甄母急扶甄嬛） （甄父甄母入座） | 女兒不孝，不能承歡膝下。還要父親母親這般守規矩，心中實在不安。請聽女兒說完。女兒雖已是皇家人，但孝禮不可廢，還請父親母親准許女兒在入宮之前仍以禮侍奉，要不然女兒寧願長跪不起。
24 | 甄遠道 | （扶起甄嬛） （甄父甄母入座） | 好，我果然沒有白養這個女兒啊。起來起來，快起來。
25 | 頌芝 | （向外） （各宮女入內伺候） （翊坤宮。華妃睡醒了） | 娘娘您醒了？娘娘起床！
25 | 周寧海 | （福子正為華妃梳頭，周寧海進來） | 回娘娘的話，皇上昨兒歇在欣常在的宮裡了。
25 | 華妃 | （猛扭頭，扯著頭髮了。怒推福子） （福子正為華妃梳頭，周寧海進來） | 皇上十多天沒來後宮，一來便去了那個賤人處，小產一個多月，矯情那麼些天還不夠嗎？本宮瞧她狐媚勁又犯了！糊塗東西，也不仔細著點！
25 | 福子 | （福子正為華妃梳頭，周寧海進來） | 娘娘贖罪，娘娘贖罪！
25 | 頌芝 | （掌福子嘴） （扯福子耳朵） （福子正為華妃梳頭，周寧海進來） | 你怎麼當差的你，怎麼當差的？你存心要害娘娘，你存心的吧！我看你是存心要害娘娘的！
25 | 華妃 | （拍桌子） （福子正為華妃梳頭，周寧海進來） | 一大早便在這兒鬧得雞犬不寧的，還不快打發了她！
25 | 周寧海 | （將福子拖了出去） （福子正為華妃梳頭，周寧海進來） | 嗻！走，走！
25 | 福子 | （福子一路哭號，被周寧海打暈） （福子正為華妃梳頭，周寧海進來） | 娘娘饒命，娘娘饒命，饒了奴才吧！
26 | 剪秋 | （景仁宮） | 娘娘，看樣子華妃今兒是不來了，不如早些散了吧。
26 | 皇后 | （景仁宮） | 本宮是皇后，她是妃子，她一定要來和本宮請安。再晚也要等下去，賜茶！
26 | 剪秋 | （宮女為各小主奉上茶水） （景仁宮） | 是，娘娘。繪春，賜茶！
26 | 齊妃 | （景仁宮） | 又是華妃最晚。
26 | 欣常在 | （景仁宮） | 她是年大將軍的妹妹，年大將軍多得勢啊，皇上又那麼寵愛著華妃。
26 | 齊妃 | （景仁宮） | 哼，得寵有什麼用啊，人家上面那位才是正經的皇后。
26 | 曹貴人 | （景仁宮） | 說起來，倒是許久沒有見到端妃姐姐了。
26 | 齊妃 | （景仁宮） | 哎喲，端妃那身子骨啊，十天有九天都起不來床。
26 | 江福海 | （華妃乘轎攆至景仁宮） | 華妃到！
26 | 眾妃嬪 | （起身給華妃行禮） （華妃乘轎攆至景仁宮） | 華妃娘娘金安。
26 | 華妃 | （華妃乘轎攆至景仁宮） | 都起來吧。欣常在身子見好了，來得這樣早。
26 | 欣常在 | （笑容） （華妃乘轎攆至景仁宮） | 多謝娘娘關懷。早起是有些不適，但是也不能耽誤了給皇后請安哪。
26 | 皇后 | （華妃乘轎攆至景仁宮） | 真是難為你了。你小月後要多調養著，養好了身子才能為皇上綿延子嗣呢。
26 | 欣常在 | （華妃乘轎攆至景仁宮） | 謝皇后。
26 | 齊妃 | （華妃乘轎攆至景仁宮） | 回皇后娘娘的話，欣常在雖然身子還有些不適，但是比先前好多了。
26 | 皇后 | （華妃乘轎攆至景仁宮） | 本宮瞧這樣子也是挺精神的。
26 | 華妃 | （冷哼） （華妃乘轎攆至景仁宮） | 齊妃姐姐日漸豐腴，皇上見了一定會喜歡的。
26 | 齊妃 | （笑容） （華妃乘轎攆至景仁宮） | 多謝妹妹金口。
26 | 華妃 | （華妃乘轎攆至景仁宮） | 喲，本宮忘了，皇上許久都沒有去看過齊妃姐姐了吧。本宮記性差，姐姐莫怪罪。
26 | 齊妃 | （乾咳） （華妃乘轎攆至景仁宮） | 不妨，不妨。
26 | 皇后 | （華妃乘轎攆至景仁宮） | 好了，都是自己姐妹，不要一進來就站著說話，都坐下吧。
26 | 眾妃嬪 | （華妃乘轎攆至景仁宮） | 謝皇后！
26 | 華妃 | （華妃乘轎攆至景仁宮） | 給皇后請安。
26 | 皇后 | （華妃乘轎攆至景仁宮） | 賜座，上茶！
26 | 剪秋 | （繪春奉茶） （華妃乘轎攆至景仁宮） | 繪春，給華妃娘娘上茶。
26 | 華妃 | （聞茶） （華妃乘轎攆至景仁宮） | 這是去年的龍井吧，娘娘還沒喝完啊。舊時的茶，即使存放得再好也有股子黴味，臣妾都賞給頌芝她們了，臣妾那兒有今春新貢的雨前龍井，等下讓頌芝拿一些過來，皇后娘娘嚐嚐。
